Wavelength,Spectra
285.75,1.84E+04
285.79,3.64E+04
285.83,6.93E+04
285.88,1.47E+05
285.92,2.56E+05
285.96,4.29E+05
286,6.91E+05
286.05,1.19E+06
286.09,1.76E+06
286.13,2.49E+06
286.17,3.41E+06
286.22,4.76E+06
286.26,5.96E+06
286.3,7.17E+06
286.34,8.30E+06
286.39,9.43E+06
286.43,1.00E+07
286.47,1.02E+07
286.51,1.00E+07
286.56,9.24E+06
286.6,8.30E+06
286.64,7.17E+06
286.68,5.96E+06
286.73,4.47E+06
286.77,3.41E+06
286.81,2.49E+06
286.85,1.76E+06
286.9,1.08E+06
286.94,7.12E+05
286.98,4.69E+05
287.02,3.32E+05
287.07,2.85E+05
287.11,3.40E+05
287.15,4.85E+05
287.19,7.31E+05
287.24,1.21E+06
287.28,1.76E+06
287.32,2.47E+06
287.36,3.33E+06
287.41,4.59E+06
287.45,5.67E+06
287.49,6.75E+06
287.53,7.73E+06
287.58,8.67E+06
287.62,9.10E+06
287.66,9.19E+06
287.7,8.92E+06
287.75,8.15E+06
287.79,7.26E+06
287.83,6.22E+06
287.87,5.13E+06
287.92,3.84E+06
287.96,2.93E+06
288,2.19E+06
288.04,1.65E+06
288.09,1.26E+06
288.13,1.21E+06
288.17,1.39E+06
288.21,1.84E+06
288.26,2.83E+06
288.3,3.98E+06
288.34,5.47E+06
288.38,7.27E+06
288.43,9.85E+06
288.47,1.21E+07
288.51,1.42E+07
288.55,1.61E+07
288.6,1.78E+07
288.64,1.85E+07
288.68,1.85E+07
288.72,1.78E+07
288.77,1.61E+07
288.81,1.42E+07
288.85,1.21E+07
288.89,9.85E+06
288.94,7.25E+06
288.98,5.44E+06
289.02,3.92E+06
289.06,2.72E+06
289.11,1.64E+06
289.15,1.04E+06
289.19,6.38E+05
289.23,3.76E+05
289.28,1.84E+05
289.32,9.97E+04
289.36,5.19E+04
289.4,2.60E+04
289.45,1.04E+04
289.49,4.80E+03
289.53,2.20E+03
289.57,1.12E+03
289.62,9.67E+02
289.66,1.70E+03
289.7,3.63E+03
289.75,9.47E+03
289.79,1.97E+04
289.83,3.95E+04
289.87,7.64E+04
289.92,1.66E+05
289.96,2.94E+05
290,5.05E+05
290.04,8.35E+05
290.09,1.49E+06
290.13,2.26E+06
290.17,3.31E+06
290.21,4.69E+06
290.26,6.86E+06
290.3,8.93E+06
290.34,1.12E+07
290.38,1.36E+07
290.43,1.64E+07
290.47,1.82E+07
290.51,1.96E+07
290.55,2.03E+07
290.6,2.02E+07
290.64,1.93E+07
290.68,1.78E+07
290.72,1.58E+07
